"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00022728","11729","Arianna Russell","76","50+","New","1","3","3","150","2013-02-24","0","0","150","0.00"
"AW00022729","11730","Seth Nelson","76","50+","New","1","3","3","70","2013-04-06","11","0","70","0.00"
"AW00022730","11731","Timothy Perez","76","50+","New","1","1","1","5","2013-09-02","6","0","5","0.00"
"AW00022731","11732","Brandon Henderson","76","50+","New","1","3","3","70","2013-07-09","7","0","70","0.00"
"AW00022732","11733","Sean Turner","76","50+","Regular","2","4","4","4133","2013-12-05","3","30","2066","137.77"
"AW00022733","11734","Alexandria Powell","76","50+","New","1","2","2","549","2013-07-04","8","0","549","0.00"
"AW00022734","11735","Maria Adams","75","50+","New","1","4","4","74","2013-02-24","0","0","74","0.00"
"AW00022735","11736","Katherine Jones","75","50+","New","1","2","2","35","2013-05-02","10","0","35","0.00"
"AW00022736","11737","Katherine Morgan","75","50+","New","1","1","1","30","2013-03-12","11","0","30","0.00"
"AW00022737","11738","Heidi Sai","75","50+","New","1","5","5","165","2013-06-13","8","0","165","0.00"
"AW00022738","11739","Haley Diaz","69","50+","New","1","4","4","120","2013-10-16","4","0","120","0.00"
"AW00022739","11740","Destiny Rodriguez","75","50+","New","1","2","2","7","2013-02-13","0","0","7","0.00"
"AW00022740","11741","Kimberly Rogers","74","50+","New","1","1","1","30","2013-11-07","4","0","30","0.00"
"AW00022741","11742","Darryl He","73","50+","New","1","2","2","35","2013-03-24","11","0","35","0.00"
"AW00022742","11743","Nathan Nelson","74","50+","New","1","5","5","72","2013-03-04","0","0","72","0.00"
"AW00022743","11744","Kaylee Murphy","68","50+","New","1","4","4","66","2013-03-01","0","0","66","0.00"
"AW00022744","11745","Edward Wright","73","50+","New","1","5","5","54","2013-09-30","5","0","54","0.00"
"AW00022745","11746","Alexandria Patterson","74","50+","New","1","4","4","589","2013-03-09","11","0","589","0.00"
"AW00022746","11747","Erica Zhang","74","50+","New","1","3","3","40","2013-07-17","7","0","40","0.00"
"AW00022747","11748","Brianna Martinez","74","50+","New","1","2","2","32","2013-04-15","10","0","32","0.00"
"AW00022748","11749","Adam Phillips","72","50+","Regular","2","4","4","4188","2013-12-27","2","29","2094","144.41"
"AW00022749","11750","Miranda Patterson","73","50+","New","1","4","4","600","2013-07-11","7","0","600","0.00"
"AW00022750","11751","Jesse Gonzalez","73","50+","New","1","1","1","30","2013-10-18","4","0","30","0.00"
"AW00022751","11752","Samuel Rodriguez","73","50+","New","1","4","4","134","2013-06-13","8","0","134","0.00"
"AW00022752","11753","Daniel Brown","73","50+","New","1","2","2","32","2013-05-18","9","0","32","0.00"
"AW00022753","11754","Hailey Morgan","72","50+","New","1","4","4","724","2013-07-29","7","0","724","0.00"
"AW00022754","11755","Robert Foster","72","50+","New","1","3","3","194","2013-09-12","5","0","194","0.00"
"AW00022755","11756","Christian Brown","72","50+","New","1","1","1","5","2013-12-12","2","0","5","0.00"
"AW00022756","11757","Jon Nath","71","50+","New","1","3","3","70","2013-05-01","10","0","70","0.00"
"AW00022757","11758","Savannah Peterson","72","50+","New","1","4","4","94","2014-01-16","1","0","94","0.00"
"AW00022758","11759","Katherine Jackson","65","50+","New","1","4","4","563","2013-04-04","11","0","563","0.00"
"AW00022759","11760","Julia Ramirez","70","50+","New","1","3","3","37","2013-06-18","8","0","37","0.00"
"AW00022760","11761","Hunter Chen","70","50+","New","1","2","2","549","2013-04-20","10","0","549","0.00"
"AW00022761","11762","Eduardo Price","70","50+","New","1","3","3","70","2013-09-18","5","0","70","0.00"
"AW00022762","11763","Melissa Diaz","71","50+","New","1","4","4","94","2013-09-28","5","0","94","0.00"
"AW00022763","11764","Rebecca Gonzalez","71","50+","New","1","3","3","70","2013-10-09","4","0","70","0.00"
"AW00022764","11765","Chase Brooks","71","50+","New","1","1","1","30","2013-09-03","6","0","30","0.00"
"AW00022765","11766","Luis Collins","69","50+","VIP","2","5","5","5978","2013-09-10","5","26","2989","229.92"
"AW00022766","11767","Cassidy Hayes","69","50+","New","1","1","1","30","2013-05-20","9","0","30","0.00"
"AW00022767","11768","Luis Hernandez","70","50+","New","1","3","3","70","2013-03-25","11","0","70","0.00"
"AW00022768","11769","Aaron Zhang","70","50+","New","1","4","4","600","2013-04-19","10","0","600","0.00"
"AW00022769","11770","Benjamin Martin","69","50+","New","1","1","1","30","2013-06-08","8","0","30","0.00"
"AW00022770","11771","Chloe Morgan","69","50+","New","1","1","1","540","2013-07-20","7","0","540","0.00"
"AW00022771","11772","Mason King","68","50+","New","1","3","3","77","2014-01-08","1","0","77","0.00"
"AW00022772","11773","Erin Watson","68","50+","New","1","1","1","5","2013-03-23","11","0","5","0.00"
"AW00022773","11774","Autumn Zhang","63","50+","New","1","4","4","216","2013-10-29","4","0","216","0.00"
"AW00022774","11775","Caleb Alexander","68","50+","New","1","1","1","30","2013-12-25","2","0","30","0.00"
"AW00022775","11776","Madison Martinez","69","50+","New","1","3","3","37","2013-07-03","8","0","37","0.00"
"AW00022776","11777","Julia Perry","69","50+","New","1","3","3","70","2013-05-30","9","0","70","0.00"
"AW00022777","11778","Tyler Garcia","68","50+","New","1","3","3","194","2013-06-05","9","0","194","0.00"
"AW00022778","11779","Monique Dominguez","67","50+","New","1","4","4","722","2013-04-24","10","0","722","0.00"
"AW00022779","11780","Lance Ruiz","67","50+","New","1","1","1","30","2014-01-14","1","0","30","0.00"
"AW00022780","11781","Jennifer Rogers","68","50+","New","1","4","4","722","2013-04-21","10","0","722","0.00"
"AW00022781","11782","Hunter Powell","68","50+","New","1","3","3","37","2014-01-07","2","0","37","0.00"
"AW00022782","11783","Dakota Wood","68","50+","New","1","4","4","567","2013-07-22","7","0","567","0.00"
"AW00022783","11784","Isaac Green","66","50+","New","1","3","3","70","2013-09-09","5","0","70","0.00"
"AW00022784","11785","Nicholas Jackson","61","50+","New","1","2","2","564","2013-07-08","7","0","564","0.00"
"AW00022785","11786","Oscar Perry","67","50+","VIP","2","3","3","6029","2013-01-01","2","17","3014","354.65"
"AW00022786","11787","Wyatt Goldstein","67","50+","New","1","3","3","37","2013-11-02","4","0","37","0.00"
"AW00022787","11788","Andrea Sanchez","67","50+","New","1","4","4","620","2013-07-05","8","0","620","0.00"
"AW00022788","11789","Jordan Jenkins","66","50+","New","1","4","4","604","2013-07-13","7","0","604","0.00"
"AW00022789","11790","Richard Taylor","67","50+","New","1","2","2","575","2013-07-17","7","0","575","0.00"
"AW00022790","11791","Luke Phillips","67","50+","New","1","2","2","575","2013-07-25","7","0","575","0.00"
"AW00022791","11792","Taylor Jenkins","67","50+","New","1","4","4","600","2013-04-23","10","0","600","0.00"
"AW00022792","11793","Thomas Carter","55","50+","New","1","3","3","70","2013-08-09","6","0","70","0.00"
"AW00022793","11794","Antonio Jenkins","66","50+","New","1","3","3","70","2013-09-24","5","0","70","0.00"
"AW00022794","11795","Kelli Deng","44","40-49","New","1","2","2","27","2013-03-04","0","0","27","0.00"
"AW00022795","11796","Tara Yuan","51","50+","New","1","3","3","68","2013-02-21","0","0","68","0.00"
"AW00022796","11797","Brad Nath","62","50+","New","1","3","3","49","2013-05-16","9","0","49","0.00"
"AW00022797","11798","Leonard She","62","50+","New","1","3","3","2310","2013-12-20","2","0","2310","0.00"
"AW00022798","11799","Heidi Fernandez","62","50+","New","1","1","1","25","2013-05-07","10","0","25","0.00"
"AW00022799","11800","Riley Alexander","63","50+","New","1","2","2","35","2013-11-23","3","0","35","0.00"
"AW00022800","11801","Dwayne Alvarez","64","50+","New","1","3","3","2360","2013-12-08","2","0","2360","0.00"
"AW00022801","11802","Alicia Raje","63","50+","New","1","1","1","5","2013-09-13","5","0","5","0.00"
"AW00022802","11803","Ann Van","58","50+","New","1","1","1","5","2014-01-21","1","0","5","0.00"
"AW00022803","11804","Marshall Shan","64","50+","New","1","3","3","2365","2013-12-20","2","0","2365","0.00"
"AW00022804","11805","Kelly Butler","64","50+","New","1","2","2","54","2013-04-06","11","0","54","0.00"
"AW00022805","11806","Cristina Goel","74","50+","New","1","1","1","4","2013-12-06","3","0","4","0.00"
"AW00022806","11807","Crystal Sun","75","50+","New","1","2","2","39","2013-10-15","4","0","39","0.00"
"AW00022807","11808","Cindy Garcia","75","50+","New","1","5","5","72","2014-01-12","1","0","72","0.00"
"AW00022808","11809","Ebony Suri","75","50+","New","1","2","2","2478","2013-01-19","1","0","2478","0.00"
"AW00022809","11810","Martin Sara","74","50+","New","1","2","2","39","2013-12-30","2","0","39","0.00"
"AW00022810","11811","Nathaniel Sanchez","74","50+","New","1","2","2","2355","2013-12-22","2","0","2355","0.00"
"AW00022811","11812","Brent Stone","74","50+","New","1","2","2","35","2013-11-17","3","0","35","0.00"
"AW00022812","11813","Destiny Washington","73","50+","New","1","2","2","32","2013-08-14","6","0","32","0.00"
"AW00022813","11814","Jerry Deng","73","50+","New","1","4","4","120","2013-10-27","4","0","120","0.00"
"AW00022814","11815","Edwin Kumar","73","50+","New","1","1","1","5","2013-03-24","11","0","5","0.00"
"AW00022815","11816","Margaret Wang","73","50+","New","1","2","2","13","2013-08-28","6","0","13","0.00"
"AW00022816","11817","Erica Cai","73","50+","New","1","5","5","2341","2013-12-13","2","0","2341","0.00"
"AW00022817","11818","Calvin Nath","73","50+","New","1","6","6","2401","2013-12-13","2","0","2401","0.00"
"AW00022818","11819","Janet Ruiz","73","50+","New","1","3","3","57","2013-01-29","1","0","57","0.00"
"AW00022819","11820","Daisy Alvarez","66","50+","New","1","2","2","35","2013-08-16","6","0","35","0.00"
"AW00022820","11821","Alex Nelson","64","50+","New","1","2","2","29","2014-01-25","1","0","29","0.00"
"AW00022821","11822","Wendy Munoz","65","50+","New","1","2","2","39","2013-06-07","9","0","39","0.00"
"AW00022822","11823","Devin Anderson","65","50+","New","1","2","2","2476","2012-12-31","2","0","2476","0.00"
"AW00022823","11824","Isabel Alexander","66","50+","New","1","3","3","44","2013-09-10","5","0","44","0.00"
"AW00022824","11825","April Nath","61","50+","New","1","2","2","2305","2013-12-14","2","0","2305","0.00"
"AW00022825","11826","Kelli Zeng","67","50+","New","1","4","4","79","2013-09-06","6","0","79","0.00"
"AW00022826","11827","Christian Russell","66","50+","New","1","2","2","35","2013-03-15","11","0","35","0.00"
"AW00022827","11828","Clayton Gao","67","50+","New","1","3","3","90","2013-06-07","9","0","90","0.00"
"AW00022828","11829","Francisco Suri","69","50+","New","1","2","2","2451","2013-01-14","1","0","2451","0.00"
"AW00022829","11830","Chelsea Chandra","70","50+","New","1","1","1","5","2013-12-05","3","0","5","0.00"
"AW00022830","11831","Lee Travers","69","50+","New","1","3","3","14","2013-12-27","2","0","14","0.00"
"AW00022831","11832","Victor Ruiz","70","50+","New","1","2","2","40","2013-05-01","10","0","40","0.00"
"AW00022832","11833","Martin Gonzalez","71","50+","New","1","2","2","14","2013-03-13","11","0","14","0.00"
"AW00022833","11834","Bruce Prasad","65","50+","New","1","2","2","29","2013-10-23","4","0","29","0.00"
"AW00022834","11835","Darryl Zhou","72","50+","New","1","2","2","13","2013-09-06","6","0","13","0.00"
"AW00022835","11836","Alan Zhang","71","50+","New","1","2","2","39","2013-03-14","11","0","39","0.00"
"AW00022836","11837","Michele Sai","72","50+","New","1","3","3","2335","2013-12-08","2","0","2335","0.00"
"AW00022837","11838","Sergio Chandra","67","50+","New","1","3","3","70","2013-09-12","5","0","70","0.00"
"AW00022838","11839","Cedric Rai","72","50+","New","1","1","1","30","2013-07-18","7","0","30","0.00"
"AW00022839","11840","Brandy Mehta","38","30-39","New","1","4","4","39","2013-02-05","1","0","39","0.00"
"AW00022840","11841","Dominic Sullivan","43","40-49","New","1","2","2","37","2013-10-21","4","0","37","0.00"
"AW00022841","11842","Douglas Martinez","43","40-49","New","1","1","1","35","2013-03-05","0","0","35","0.00"
"AW00022842","11843","Michele Nara","43","40-49","New","1","4","4","86","2013-06-17","8","0","86","0.00"
"AW00022843","11844","Tiffany Lu","42","40-49","New","1","3","3","49","2013-04-12","10","0","49","0.00"
"AW00022844","11845","Marie Arun","43","40-49","New","1","2","2","40","2013-03-31","11","0","40","0.00"
"AW00022845","11846","Jake Chen","43","40-49","Regular","2","3","3","4634","2013-12-26","2","19","2317","243.89"
"AW00022846","11847","Frank Gutierrez","44","40-49","New","1","3","3","75","2013-01-30","1","0","75","0.00"
"AW00022847","11848","Jaclyn Chen","39","30-39","New","1","2","2","37","2013-05-11","9","0","37","0.00"
"AW00022848","11849","Peter Pal","44","40-49","New","1","2","2","40","2013-02-05","1","0","40","0.00"
"AW00022849","11850","Kristopher Suri","46","40-49","New","1","4","4","50","2013-12-09","2","0","50","0.00"
"AW00022850","11851","Devon Luo","45","40-49","Regular","2","2","3","4658","2013-12-18","2","18","2329","258.78"
"AW00022851","11852","Kaylee Edwards","46","40-49","Regular","2","3","3","4633","2013-12-02","3","18","2316","257.39"
"AW00022852","11853","Billy Alonso","47","40-49","New","1","2","2","40","2013-11-20","3","0","40","0.00"
"AW00022853","11854","Tasha Pal","41","40-49","New","1","2","2","40","2013-05-27","9","0","40","0.00"
"AW00022854","11855","Ebony Mehta","40","40-49","Regular","2","3","3","4660","2013-12-18","2","19","2330","245.26"
"AW00022855","11856","Summer Sai","46","40-49","New","1","4","4","71","2013-11-28","3","0","71","0.00"
"AW00022856","11857","Lance Carlson","47","40-49","New","1","1","1","5","2013-07-25","7","0","5","0.00"
"AW00022857","11858","Julio Romero","47","40-49","Regular","2","2","2","4886","2013-12-06","3","18","2443","271.44"
"AW00022858","11859","Deborah Tang","47","40-49","New","1","1","1","5","2014-01-16","1","0","5","0.00"
"AW00022859","11860","Arianna Sanders","48","40-49","New","1","1","1","5","2013-07-15","7","0","5","0.00"
"AW00022860","11861","Cedric Kumar","49","40-49","Regular","2","5","5","4664","2013-12-25","2","19","2332","245.47"
"AW00022861","11862","Devin Hughes","55","50+","New","1","3","3","70","2013-07-24","7","0","70","0.00"
"AW00022862","11863","Derrick Navarro","44","40-49","New","1","1","1","540","2013-07-28","7","0","540","0.00"
"AW00022863","11864","Hunter Thomas","63","50+","New","1","1","1","30","2013-04-19","10","0","30","0.00"
"AW00022864","11865","Mason Hall","51","50+","New","1","4","4","571","2013-07-23","7","0","571","0.00"
"AW00022865","11866","Stephanie Hall","80","50+","New","1","3","3","37","2013-10-02","5","0","37","0.00"
"AW00022866","11867","William Thompson","45","40-49","New","1","2","2","6","2013-03-25","11","0","6","0.00"
"AW00022867","11868","Max Ruiz","38","30-39","New","1","2","2","39","2013-07-31","7","0","39","0.00"
"AW00022868","11869","Ernest Sun","39","30-39","New","1","2","2","34","2013-12-13","2","0","34","0.00"
"AW00022869","11870","Rafael Lu","38","30-39","New","1","2","2","40","2013-09-19","5","0","40","0.00"
"AW00022870","11871","Barbara Chen","40","40-49","New","1","3","3","69","2013-04-24","10","0","69","0.00"
"AW00022871","11872","David Coleman","45","40-49","New","1","2","2","561","2013-07-24","7","0","561","0.00"
"AW00022872","11873","Sara Bailey","57","50+","New","1","1","1","540","2013-07-18","7","0","540","0.00"
"AW00022873","11874","Robert Williams","57","50+","New","1","1","1","540","2013-07-21","7","0","540","0.00"
"AW00022874","11875","Drew Anand","57","50+","New","1","2","2","549","2013-04-21","10","0","549","0.00"
"AW00022875","11876","Robert Russell","58","50+","New","1","4","4","556","2013-04-13","10","0","556","0.00"
"AW00022876","11877","Jenna Campbell","52","50+","New","1","2","2","575","2013-04-18","10","0","575","0.00"
"AW00022877","11878","Xavier Griffin","52","50+","VIP","2","2","2","5962","2013-10-10","4","26","2981","229.31"
"AW00022878","11879","Angelica Ross","58","50+","New","1","3","3","554","2013-04-09","10","0","554","0.00"
"AW00022879","11880","Jocelyn Russell","52","50+","New","1","4","4","563","2013-04-14","10","0","563","0.00"
"AW00022880","11881","Ashley Harris","59","50+","New","1","2","2","549","2013-04-27","10","0","549","0.00"
"AW00022881","11882","Wyatt Martinez","53","50+","VIP","2","3","3","5997","2013-11-18","3","28","2998","214.18"
"AW00022882","11883","Charles Jones","52","50+","New","1","4","4","101","2013-08-26","6","0","101","0.00"
"AW00022883","11884","Xavier Morgan","52","50+","New","1","1","1","30","2013-03-21","11","0","30","0.00"
"AW00022884","11885","Danielle Richardson","46","40-49","New","1","2","2","35","2013-12-26","2","0","35","0.00"
"AW00022885","11886","Caleb Henderson","52","50+","New","1","2","2","549","2013-03-30","11","0","549","0.00"
"AW00022886","11887","Andrea King","52","50+","New","1","3","3","599","2013-04-16","10","0","599","0.00"
"AW00022887","11888","Mason Richardson","59","50+","New","1","4","4","578","2013-04-27","10","0","578","0.00"
"AW00022888","11889","Abigail Long","59","50+","New","1","1","1","540","2013-04-26","10","0","540","0.00"
"AW00022889","11890","Julia Long","54","50+","VIP","2","3","3","5971","2013-11-25","3","28","2985","213.25"
"AW00022890","11891","Alexis Hall","54","50+","New","1","3","3","70","2013-11-09","3","0","70","0.00"
"AW00022891","11892","Andrea Gonzalez","60","50+","New","1","3","3","70","2013-05-12","9","0","70","0.00"
"AW00022892","11893","Timothy Mitchell","60","50+","New","1","2","2","561","2013-08-25","6","0","561","0.00"
"AW00022893","11894","Chloe Miller","60","50+","VIP","2","4","4","6056","2013-02-13","0","18","3028","336.44"
"AW00022894","11895","Danielle Ramirez","60","50+","New","1","2","2","32","2013-03-07","0","0","32","0.00"
"AW00022895","11896","Eduardo Perez","59","50+","VIP","2","3","3","6029","2013-01-28","1","18","3014","334.94"
"AW00022896","11897","Logan Miller","61","50+","New","1","4","4","600","2013-04-01","11","0","600","0.00"
"AW00022897","11898","Arianna Ramirez","55","50+","New","1","4","4","562","2013-05-08","9","0","562","0.00"
"AW00022898","11899","Melanie Washington","61","50+","New","1","1","1","540","2013-05-02","10","0","540","0.00"
"AW00022899","11900","Charles Carter","61","50+","New","1","4","4","600","2013-04-30","10","0","600","0.00"
"AW00022900","11901","Hunter Li","60","50+","New","1","1","1","540","2013-05-16","9","0","540","0.00"
"AW00022901","11902","Katherine Stewart","55","50+","VIP","2","3","3","5971","2013-11-06","4","27","2985","221.15"
"AW00022902","11903","Pedro Madan","61","50+","New","1","2","2","32","2013-09-21","5","0","32","0.00"
"AW00022903","11904","Hailey Stewart","61","50+","VIP","2","3","3","6054","2013-04-29","10","21","3027","288.29"
"AW00022904","11905","Mitchell Shen","50","50+","Regular","2","5","6","4761","2013-12-23","2","19","2380","250.58"
"AW00022905","11906","Joe Schmidt","50","50+","Regular","2","1","2","4625","2013-12-25","2","18","2312","256.94"
"AW00022906","11907","Jessie Moreno","44","40-49","Regular","2","1","2","4625","2013-11-30","3","17","2312","272.06"
"AW00022907","11908","Barry Sai","51","50+","Regular","2","3","3","4169","2013-11-23","3","17","2084","245.24"
"AW00022908","11909","Eddie Ortega","49","40-49","Regular","2","4","4","4662","2013-12-06","3","17","2331","274.24"
"AW00022909","11910","Tommy Goel","50","50+","Regular","2","5","5","3981","2013-11-05","4","17","1990","234.18"
"AW00022910","11911","Latoya Tang","51","50+","Regular","2","2","2","3883","2013-11-17","3","16","1941","242.69"
"AW00022911","11912","Gregory Raje","45","40-49","New","1","2","2","40","2013-08-26","6","0","40","0.00"
"AW00022912","11913","Mallory Moreno","44","40-49","Regular","2","2","3","4660","2013-12-25","2","18","2330","258.89"
"AW00022913","11914","Valerie Lu","49","40-49","Regular","2","3","4","4684","2013-12-05","3","18","2342","260.22"
"AW00022914","11915","Faith Gray","52","50+","New","1","2","2","60","2013-04-04","11","0","60","0.00"
"AW00022915","11916","Carly Shen","52","50+","New","1","2","2","14","2013-06-27","8","0","14","0.00"
"AW00022916","11917","Raquel Romero","46","40-49","New","1","2","2","59","2013-09-10","5","0","59","0.00"
"AW00022917","11918","Maurice She","53","50+","New","1","1","1","5","2013-03-03","0","0","5","0.00"
"AW00022918","11919","Calvin Jai","53","50+","New","1","1","1","5","2013-10-06","5","0","5","0.00"
"AW00022919","11920","Stanley Rana","52","50+","New","1","2","2","59","2013-08-12","6","0","59","0.00"
"AW00022920","11921","Calvin Andersen","54","50+","New","1","4","4","92","2013-11-26","3","0","92","0.00"
"AW00022921","11922","Kelsey Shen","51","50+","Regular","2","5","5","4648","2013-12-24","2","18","2324","258.22"
"AW00022922","11923","Heidi Martinez","51","50+","New","1","3","3","69","2013-07-27","7","0","69","0.00"
"AW00022923","11924","Mason Lopez","50","50+","New","1","1","1","22","2013-12-28","2","0","22","0.00"
"AW00022924","11925","Marie Sanchez","55","50+","New","1","4","4","91","2013-02-11","0","0","91","0.00"
"AW00022925","11926","Karla Shen","49","40-49","New","1","6","6","135","2013-09-03","6","0","135","0.00"
"AW00022926","11927","Keith Yuan","56","50+","Regular","2","3","3","3937","2013-12-17","2","17","1968","231.59"
"AW00022927","11928","Jon Guo","56","50+","Regular","2","5","5","3914","2013-12-18","2","18","1957","217.44"
"AW00022928","11929","Natalie Nelson","56","50+","New","1","2","2","59","2013-06-13","8","0","59","0.00"
"AW00022929","11930","Isabella Davis","51","50+","Regular","2","5","5","4674","2013-12-03","3","17","2337","274.94"
"AW00022930","11931","Brett Raman","46","40-49","Regular","2","4","4","4900","2013-12-27","2","17","2450","288.24"
"AW00022931","11932","Logan Johnson","91","50+","New","2","2","2","3883","2013-01-19","1","7","1941","554.71"
"AW00022932","11933","Maurice Jai","51","50+","New","2","3","3","4169","2013-01-14","1","7","2084","595.57"
"AW00022933","11934","Kelli Chande","56","50+","Regular","2","3","3","3918","2013-12-04","3","17","1959","230.47"
"AW00022934","11935","Tonya Kumar","56","50+","Regular","2","4","4","4173","2013-12-11","2","17","2086","245.47"
"AW00022935","11936","Tamara Shen","52","50+","Regular","2","5","5","3952","2013-12-03","3","17","1976","232.47"
"AW00022936","11937","Jill Diaz","58","50+","Regular","2","5","5","3947","2013-12-13","2","18","1973","219.28"
"AW00022937","11938","Jose Baker","52","50+","Regular","2","3","3","4179","2013-12-18","2","17","2089","245.82"
"AW00022938","11939","Hector Blanco","58","50+","Regular","2","4","4","4173","2013-12-11","2","17","2086","245.47"
"AW00022939","11940","Rebekah Arthur","58","50+","Regular","2","4","4","3961","2013-12-12","2","18","1980","220.06"
"AW00022940","11941","Briana Ashe","52","50+","New","2","4","4","4207","2013-01-05","2","7","2103","601.00"
"AW00022941","11942","Destiny Bailey","47","40-49","New","1","2","2","59","2013-07-04","8","0","59","0.00"
"AW00022942","11943","Brittney She","59","50+","Regular","2","4","4","3972","2013-12-02","3","17","1986","233.65"
"AW00022943","11944","Timothy Parker","58","50+","Regular","2","2","2","4144","2013-12-16","2","18","2072","230.22"
"AW00022944","11945","Jodi Lal","60","50+","New","1","3","3","64","2013-05-07","10","0","64","0.00"
"AW00022945","11946","Linda Sanz","48","40-49","New","1","2","2","13","2013-03-20","11","0","13","0.00"
"AW00022946","11947","Bryant Kapoor","60","50+","New","2","4","4","3912","2013-02-22","0","8","1956","489.00"
"AW00022947","11948","Danielle Torres","85","50+","New","1","2","2","76","2013-03-03","0","0","76","0.00"
"AW00022948","11949","Lucas Turner","55","50+","New","1","2","2","40","2013-05-01","10","0","40","0.00"
"AW00022949","11950","Gavin Butler","85","50+","New","1","2","2","72","2013-04-18","10","0","72","0.00"
"AW00022950","11951","Nicole Cox","55","50+","New","2","3","3","3918","2013-02-02","1","7","1959","559.71"
"AW00022951","11952","Chelsea Mehta","56","50+","New","2","5","5","4242","2013-03-23","11","9","2121","471.33"
"AW00022952","11953","Luke Baker","56","50+","New","1","2","2","40","2013-02-23","0","0","40","0.00"
"AW00022953","11954","Barbara Liang","55","50+","New","2","4","4","3900","2013-03-26","11","9","1950","433.33"
"AW00022954","11955","Justin Thompson","56","50+","New","2","3","3","4179","2013-03-23","11","9","2089","464.33"
"AW00022955","11956","Leslie Suarez","51","50+","New","1","2","2","14","2013-08-26","6","0","14","0.00"
"AW00022956","11957","Randy Guo","57","50+","New","1","3","3","64","2013-10-20","4","0","64","0.00"
"AW00022957","11958","Nicole Davis","51","50+","New","1","2","2","40","2013-08-11","6","0","40","0.00"
"AW00022958","11959","Brandy Fernandez","58","50+","Regular","2","5","5","4208","2013-12-22","2","18","2104","233.78"
"AW00022959","11960","Julie Yuan","53","50+","Regular","2","3","3","3918","2013-12-25","2","18","1959","217.67"
"AW00022960","11961","Douglas Malhotra","52","50+","New","1","1","1","5","2013-09-18","5","0","5","0.00"
"AW00022961","11962","Nina She","52","50+","New","2","3","3","3892","2013-03-24","11","9","1946","432.44"
"AW00022962","11963","Casey Martin","62","50+","New","1","2","2","40","2013-05-30","9","0","40","0.00"
"AW00022963","11964","Willie Ye","50","50+","New","1","2","2","59","2013-03-23","11","0","59","0.00"
"AW00022964","11965","Eric Hayes","78","50+","New","1","2","2","124","2013-05-27","9","0","124","0.00"
"AW00022965","11966","Carrie Gomez","83","50+","New","1","2","2","7","2013-09-21","5","0","7","0.00"
"AW00022966","11967","Jodi Chapman","57","50+","New","2","3","3","3918","2013-04-18","10","9","1959","435.33"
"AW00022967","11968","Rachel Smith","42","40-49","New","1","3","3","70","2013-08-24","6","0","70","0.00"
"AW00022968","11969","Logan Perez","44","40-49","New","1","2","2","32","2013-05-25","9","0","32","0.00"
"AW00022969","11970","Taylor Martin","43","40-49","New","1","2","2","40","2014-01-08","1","0","40","0.00"
"AW00022970","11971","Mary Phillips","42","40-49","New","1","4","4","79","2013-02-15","0","0","79","0.00"
"AW00022971","11972","Morgan Howard","38","30-39","New","1","1","1","3578","2011-07-09","7","0","3578","0.00"
"AW00022972","11973","Bailey James","39","30-39","New","1","1","1","540","2013-05-28","9","0","540","0.00"
"AW00022973","11974","Alan Lin","72","50+","New","1","2","2","7","2013-12-28","2","0","7","0.00"
"AW00022974","11975","Erika Vazquez","82","50+","New","1","2","2","7","2013-03-23","11","0","7","0.00"
"AW00022975","11976","Courtney Turner","40","40-49","New","1","1","1","3578","2011-07-06","8","0","3578","0.00"
"AW00022976","11977","Eric Foster","41","40-49","VIP","2","3","3","5971","2013-11-25","3","27","2985","221.15"
"AW00022977","11978","Ian Patterson","41","40-49","New","1","3","3","70","2013-05-27","9","0","70","0.00"
"AW00022978","11979","Devon Jai","80","50+","New","1","3","3","81","2013-12-31","2","0","81","0.00"
"AW00022979","11980","Theodore Hernandez","42","40-49","New","1","4","4","79","2013-11-06","4","0","79","0.00"
"AW00022980","11981","Oscar Washington","42","40-49","New","1","1","1","30","2013-02-05","1","0","30","0.00"
"AW00022981","11982","Amanda Flores","42","40-49","New","1","4","4","92","2013-12-12","2","0","92","0.00"
"AW00022982","11983","Madison Miller","42","40-49","New","1","3","3","70","2013-03-05","0","0","70","0.00"
"AW00022983","11984","Maria Bennett","40","40-49","New","1","2","2","7","2013-07-21","7","0","7","0.00"
"AW00022984","11985","Cameron Robinson","39","30-39","New","1","2","2","35","2013-12-20","2","0","35","0.00"
"AW00022985","11986","Hailey Phillips","40","40-49","New","1","4","4","81","2013-10-01","5","0","81","0.00"
"AW00022986","11987","Carly Jai","79","50+","Regular","2","3","3","2757","2013-07-16","7","12","1378","229.75"
"AW00022987","11988","Jerome Dominguez","73","50+","Regular","2","4","4","3942","2013-12-05","3","18","1971","219.00"
"AW00022988","11989","Patricia Madan","79","50+","Regular","2","3","3","4194","2013-12-06","3","17","2097","246.71"
"AW00022989","11990","Megan Butler","43","40-49","New","1","3","3","70","2013-05-16","9","0","70","0.00"
"AW00022990","11991","Alyssa Stewart","42","40-49","New","1","1","1","30","2013-04-24","10","0","30","0.00"
"AW00022991","11992","Morgan Jenkins","45","40-49","New","1","2","2","35","2013-06-03","9","0","35","0.00"
"AW00022992","11993","Austin Yang","45","40-49","New","1","4","4","608","2013-05-14","9","0","608","0.00"
